ccd_code,ccd_name,ccd_synonyms,common_name_guess,ccd_type,release_status,source,error,canonical_code,identical_group_codes,is_identical_alias,alpha_code,beta_code,anomer_group_id,group_member_codes,listed_in_saccharides,anomer_availability,canonical_anomer,sugar_family,sugar_sort_key
BMA,beta-D-mannopyranose,beta-D-mannose; D-mannose; mannose,mannose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BMA,BMA,FALSE,MAN,BMA,anomer_group_19,"BMA, MAN",FALSE,both,beta,mannopyranose,mannopyranose
MAN,alpha-D-mannopyranose,alpha-D-mannose; D-mannose; mannose,mannose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MAN,MAN,FALSE,MAN,BMA,anomer_group_19,"BMA, MAN",FALSE,both,alpha,mannopyranose,mannopyranose
96O,"(1-methyl-1H-1,2,3-triazol-4-yl)methyl alpha-D-mannopyranoside","(1-methyl-1H-1,2,3-triazol-4-yl)methyl alpha-D-mannoside; (1-methyl-1H-1,2,3-triazol-4-yl)methyl D-mannoside; (1-methyl-1H-1,2,3-triazol-4-yl)methyl mannoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,96O,96O,FALSE,96O,,,96O,TRUE,alpha_only,alpha,mannopyranoside,"(1-methyl-1h-1,2,3-triazol-4-yl)methyl alpha-d-mannopyranoside"
TVY,(1S)-2-amino-1-phenylethyl alpha-D-mannopyranoside,,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TVY,TVY,FALSE,TVY,,,TVY,TRUE,alpha_only,alpha,mannopyranoside,(1s)-2-amino-1-phenylethyl alpha-d-mannopyranoside
M2F,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-D-mannopyranoside","2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-D-mannoside; 2,4-dinitrophenyl 2-deoxy-2-fluoro-D-mannoside; 2,4-dinitrophenyl 2-deoxy-2-fluoro-mannoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,M2F,M2F,FALSE,,M2F,,M2F,TRUE,beta_only,beta,mannopyranoside,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-mannopyranoside"
8LR,2-hydroxyethyl alpha-D-mannopyranoside,2-hydroxyethyl alpha-D-mannoside; 2-hydroxyethyl D-mannoside; 2-hydroxyethyl mannoside,hydroxyethyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,8LR,8LR,FALSE,8LR,,,8LR,TRUE,alpha_only,alpha,mannopyranoside,2-hydroxyethyl alpha-d-mannopyranoside
HNV,3-(4-methoxyphenyl)prop-2-yn-1-yl alpha-D-mannopyranoside,3-(4-methoxyphenyl)prop-2-yn-1-yl alpha-D-mannoside; 3-(4-methoxyphenyl)prop-2-yn-1-yl D-mannoside; 3-(4-methoxyphenyl)prop-2-yn-1-yl mannoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,HNV,HNV,FALSE,HNV,,,HNV,TRUE,alpha_only,alpha,mannopyranoside,3-(4-methoxyphenyl)prop-2-yn-1-yl alpha-d-mannopyranoside
FK9,3-(propylsulfanyl)propyl alpha-D-mannopyranoside,PROPYL THIOPROPYL ALPHA-D-MANNOPYRANOSIDE; 3-(propylsulfanyl)propyl alpha-D-mannoside; 3-(propylsulfanyl)propyl D-mannoside; 3-(propylsulfanyl)propyl mannoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FK9,FK9,FALSE,FK9,,,FK9,TRUE,alpha_only,alpha,mannopyranoside,3-(propylsulfanyl)propyl alpha-d-mannopyranoside
FVQ,3-(pyridin-3-yl)prop-2-yn-1-yl alpha-D-mannopyranoside,3-pyridin-3-ylprop-2-yn-1-yl alpha-D-mannopyranoside; D-MANNOSE ALPHA1O-PROPYNYL PYRIDINE; 3-(pyridin-3-yl)prop-2-yn-1-yl alpha-D-mannoside; 3-(pyridin-3-yl)prop-2-yn-1-yl D-mannoside; 3-(pyridin-3-yl)prop-2-yn-1-yl mannoside,mannose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,FVQ,FVQ,FALSE,FVQ,,,FVQ,TRUE,alpha_only,alpha,mannopyranoside,3-(pyridin-3-yl)prop-2-yn-1-yl alpha-d-mannopyranoside
HNW,4-(3-hydroxyprop-1-yn-1-yl)phenyl alpha-D-mannopyranoside,D-MANNOSE ALPHA1O P-HYDROXYPROPYNYL-PHENYL; 4-(3-hydroxyprop-1-yn-1-yl)phenyl alpha-D-mannoside; 4-(3-hydroxyprop-1-yn-1-yl)phenyl D-mannoside; 4-(3-hydroxyprop-1-yn-1-yl)phenyl mannoside,mannose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,HNW,HNW,FALSE,HNW,,,HNW,TRUE,alpha_only,alpha,mannopyranoside,4-(3-hydroxyprop-1-yn-1-yl)phenyl alpha-d-mannopyranoside
PNA,4-nitrophenyl alpha-D-mannopyranoside,4'-NITROPHENYL-ALPHA-D-MANNOPYRANOSIDE; 4-nitrophenyl alpha-D-mannoside; 4-nitrophenyl D-mannoside; 4-nitrophenyl mannoside,nitrophenyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PNA,PNA,FALSE,PNA,,,PNA,TRUE,alpha_only,alpha,mannopyranoside,4-nitrophenyl alpha-d-mannopyranoside
MBE,4-nitrophenyl beta-D-mannopyranoside,4-Nitrophenyl-beta-D-mannopyranoside; 4-nitrophenyl beta-D-mannoside; 4-nitrophenyl D-mannoside; 4-nitrophenyl mannoside,nitrophenyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MBE,MBE,FALSE,,MBE,,MBE,TRUE,beta_only,beta,mannopyranoside,4-nitrophenyl beta-d-mannopyranoside
XMM,5-bromo-4-chloro-1H-indol-3-yl alpha-D-mannopyranoside,"(2R,3S,4S,5S,6R)-2-(5-BROMO-4-CHLORO-1H-INDOL-3-YLOXY)-TETRAHYDRO-6-(HYDROXYMETHYL)-2H-PYRAN-3,4,5-TRIOL; (5-BROMO-4-CHLORO-3-INDOLYL)-Alpha-D-MANNOSE; 5-bromo-4-chloro-1H-indol-3-yl alpha-D-mannoside; 5-bromo-4-chloro-1H-indol-3-yl D-mannoside; 5-bromo-4-chloro-1H-indol-3-yl mannoside",mannose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,XMM,XMM,FALSE,XMM,,,XMM,TRUE,alpha_only,alpha,mannopyranoside,5-bromo-4-chloro-1h-indol-3-yl alpha-d-mannopyranoside
DEG,butyl alpha-D-mannopyranoside,BUTYL-A-D-MANNOSE; butyl alpha-D-mannoside; butyl D-mannoside; butyl mannoside,mannose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DEG,DEG,FALSE,DEG,,,DEG,TRUE,alpha_only,alpha,mannopyranoside,butyl alpha-d-mannopyranoside
6LS,heptyl 2-deoxy-alpha-D-mannopyranoside,2-Deoxy-Heptylmannoside; heptyl 2-deoxy-alpha-D-mannoside; heptyl 2-deoxy-D-mannoside; heptyl 2-deoxy-mannoside,heptyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6LS,6LS,FALSE,6LS,,,6LS,TRUE,alpha_only,alpha,mannopyranoside,heptyl 2-deoxy-alpha-d-mannopyranoside
6KS,heptyl 2-fluoro-alpha-D-mannopyranoside,2-Fluoro-Heptylmannoside; heptyl 2-fluoro-alpha-D-mannoside; heptyl 2-fluoro-D-mannoside; heptyl 2-fluoro-mannoside,heptyl fluoro mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6KS,6KS,FALSE,6KS,,,6KS,TRUE,alpha_only,alpha,mannopyranoside,heptyl 2-fluoro-alpha-d-mannopyranoside
6KW,heptyl 3-deoxy-alpha-D-mannopyranoside,3-Deoxy-Heptylmannoside; heptyl 3-deoxy-alpha-D-mannoside; heptyl 3-deoxy-D-mannoside; heptyl 3-deoxy-mannoside,heptyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6KW,6KW,FALSE,6KW,,,6KW,TRUE,alpha_only,alpha,mannopyranoside,heptyl 3-deoxy-alpha-d-mannopyranoside
6KH,heptyl 3-fluoro-alpha-D-mannopyranoside,3-Fluoro-Heptylmannoside; heptyl 3-fluoro-alpha-D-mannoside; heptyl 3-fluoro-D-mannoside; heptyl 3-fluoro-mannoside,heptyl fluoro mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6KH,6KH,FALSE,6KH,,,6KH,TRUE,alpha_only,alpha,mannopyranoside,heptyl 3-fluoro-alpha-d-mannopyranoside
6KU,heptyl 4-deoxy-4-deoxy-alpha-D-mannopyranoside,4-Deoxy-Heptylmannoside; heptyl 4-deoxy-4-deoxy-alpha-D-mannoside; heptyl 4-deoxy-4-deoxy-D-mannoside; heptyl 4-deoxy-4-deoxy-mannoside,heptyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6KU,6KU,FALSE,6KU,,,6KU,TRUE,alpha_only,alpha,mannopyranoside,heptyl 4-deoxy-4-deoxy-alpha-d-mannopyranoside
6K3,heptyl 4-deoxy-4-fluoro-alpha-D-mannopyranoside,4-Fluoro-Heptylmannoside; heptyl 4-deoxy-4-fluoro-alpha-D-mannoside; heptyl 4-deoxy-4-fluoro-D-mannoside; heptyl 4-deoxy-4-fluoro-mannoside,heptyl fluoro mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6K3,6K3,FALSE,6K3,,,6K3,TRUE,alpha_only,alpha,mannopyranoside,heptyl 4-deoxy-4-fluoro-alpha-d-mannopyranoside
KGM,heptyl alpha-D-mannopyranoside,Heptyl Alpha-D-mannopyrannoside; heptyl alpha-D-mannoside; heptyl D-mannoside; heptyl mannoside,heptyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,KGM,KGM,FALSE,KGM,,,KGM,TRUE,alpha_only,alpha,mannopyranoside,heptyl alpha-d-mannopyranoside
H1M,methyl 2-deoxy-2-(2-hydroxyethyl)-alpha-D-mannopyranoside,methyl 2-deoxy-2-(2-hydroxyethyl)-alpha-D-mannoside; methyl 2-deoxy-2-(2-hydroxyethyl)-D-mannoside; methyl 2-deoxy-2-(2-hydroxyethyl)-mannoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,H1M,H1M,FALSE,H1M,,,H1M,TRUE,alpha_only,alpha,mannopyranoside,methyl 2-deoxy-2-(2-hydroxyethyl)-alpha-d-mannopyranoside
Z5L,methyl 2-thio-alpha-D-mannopyranoside,,methyl thio mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z5L,Z5L,FALSE,Z5L,,,Z5L,TRUE,alpha_only,alpha,mannopyranoside,methyl 2-thio-alpha-d-mannopyranoside
Z4R,methyl 3-thio-alpha-D-mannopyranoside,,methyl thio mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z4R,Z4R,FALSE,Z4R,,,Z4R,TRUE,alpha_only,alpha,mannopyranoside,methyl 3-thio-alpha-d-mannopyranoside
MGS,"methyl 4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-2-O-methyl-alpha-D-mannopyranoside","1,2-O-DIMETHYL-4-[2,4-DIHYDROXY-BUTYRAMIDO]-4,6-DIDEOXY-ALPHA-D-MANNOPYRANOSIDE; methyl 4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-2-O-methyl-alpha-D-mannoside; methyl 4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-2-O-methyl-D-mannoside; methyl 4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-2-O-methyl-mannoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MGS,MGS,FALSE,MGS,,,MGS,TRUE,alpha_only,alpha,mannopyranoside,"methyl 4,6-dideoxy-4-{[(2r)-2,4-dihydroxybutanoyl]amino}-2-o-methyl-alpha-d-mannopyranoside"
ZD0,"methyl 4,6-dideoxy-4-{[(2R)-2,4-dihydroxybutanoyl]amino}-alpha-D-mannopyranoside",,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ZD0,ZD0,FALSE,ZD0,,,ZD0,TRUE,alpha_only,alpha,mannopyranoside,"methyl 4,6-dideoxy-4-{[(2r)-2,4-dihydroxybutanoyl]amino}-alpha-d-mannopyranoside"
MMA,methyl alpha-D-mannopyranoside,O1-METHYL-MANNOSE; methyl alpha-D-mannoside; methyl D-mannoside; methyl mannoside,mannose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MMA,MMA,FALSE,MMA,,,MMA,TRUE,alpha_only,alpha,mannopyranoside,methyl alpha-d-mannopyranoside
YZ0,methyl beta-D-mannopyranoside,,methyl mannopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,YZ0,YZ0,FALSE,,YZ0,,YZ0,TRUE,beta_only,beta,mannopyranoside,methyl beta-d-mannopyranoside
OPM,pentyl alpha-D-mannopyranoside,O1-PENTYL-MANNOSE; pentyl alpha-D-mannoside; pentyl D-mannoside; pentyl mannoside,mannose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,OPM,OPM,FALSE,OPM,,,OPM,TRUE,alpha_only,alpha,mannopyranoside,pentyl alpha-d-mannopyranoside
G8Z,prop-2-en-1-yl 4-O-methyl-alpha-D-mannopyranoside,Allyl-Alpha-4-Methyl-Mannoside; prop-2-en-1-yl 4-O-methyl-alpha-D-mannoside; prop-2-en-1-yl 4-O-methyl-D-mannoside; prop-2-en-1-yl 4-O-methyl-mannoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,G8Z,G8Z,FALSE,G8Z,,,G8Z,TRUE,alpha_only,alpha,mannopyranoside,prop-2-en-1-yl 4-o-methyl-alpha-d-mannopyranoside
49S,2-acetamido-2-deoxy-beta-D-mannopyranuronic acid,2-(acetylamino)-2-deoxy-beta-D-mannopyranuronic acid; 2-acetamido-2-deoxy-beta-D-mannuronic acid; 2-acetamido-2-deoxy-D-mannuronic acid; 2-acetamido-2-deoxy-mannuronic acid,mannopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,49S,49S,FALSE,,49S,,49S,TRUE,beta_only,beta,mannopyranuronic acid,2-acetamido-2-deoxy-beta-d-mannopyranuronic acid
BEM,beta-D-mannopyranuronic acid,"beta-D-mannuronic acid; D-mannuronic acid; mannuronic acid; (2S,3S,4S,5S,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",mannopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BEM,BEM,FALSE,MAV,BEM,anomer_group_16,"BEM, MAV",FALSE,both,beta,mannopyranuronic acid,mannopyranuronic acid
MAV,alpha-D-mannopyranuronic acid,alpha-D-mannuronic acid; D-mannuronic acid; mannuronic acid,mannopyranuronic acid,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MAV,MAV,FALSE,MAV,BEM,anomer_group_16,"BEM, MAV",FALSE,both,alpha,mannopyranuronic acid,mannopyranuronic acid
MCU,methyl 4-O-methyl-beta-D-glucopyranuronate,"methyl (2S,3S,4R,5R,6R)-3-methoxy-4,5,6-tris(oxidanyl)oxane-2-carboxylate",,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MCU,MCU,FALSE,,MCU,,MCU,TRUE,beta_only,beta,methyl 4-o-methyl-beta-d-glucopyranuronate,methyl 4-o-methyl-beta-d-glucopyranuronate
M8C,methyl alpha-D-galactopyranuronate,"ALPHA-D-GALACTOPYRANURONIC METHYL ESTER; (2S,3R,4S,5R,6S)-METHYL 3,4,5,6-TETRAHYDROXY-TETRAHYDRO-2H-PYRAN-2-CARBOXYLATE",methyl galactopyranuronate,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,M8C,M8C,FALSE,M8C,,,M8C,TRUE,alpha_only,alpha,methyl alpha-d-galactopyranuronate,methyl alpha-d-galactopyranuronate
SHB,methyl beta-D-galactopyranuronate,,methyl galactopyranuronate,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SHB,SHB,FALSE,,SHB,,SHB,TRUE,beta_only,beta,methyl beta-d-galactopyranuronate,methyl beta-d-galactopyranuronate
MUB,N-acetyl-alpha-muramic acid,N-acetyl-muramic acid; N-ACETYLMURAMIC ACID,,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MUB,MUB,FALSE,,MUB,,MUB,TRUE,beta_only,beta,n-acetyl-alpha-muramic acid,n-acetyl-alpha-muramic acid
SIA,N-acetyl-alpha-neuraminic acid,N-acetylneuraminic acid; sialic acid; alpha-sialic acid; O-SIALIC ACID,,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SIA,SIA,FALSE,,SIA,,SIA,TRUE,beta_only,beta,n-acetyl-alpha-neuraminic acid,n-acetyl-alpha-neuraminic acid
AMU,N-acetyl-beta-muramic acid,N-acetyl-muramic acid; BETA-N-ACETYLMURAMIC ACID,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,AMU,AMU,FALSE,,AMU,,AMU,TRUE,beta_only,beta,n-acetyl-beta-muramic acid,n-acetyl-beta-muramic acid
SLB,N-acetyl-beta-neuraminic acid,N-acetylneuraminic acid; sialic acid; O-sialic acid; 5-N-ACETYL-BETA-D-NEURAMINIC ACID; BETA-SIALIC ACID,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SLB,SLB,FALSE,SLB,,,SLB,TRUE,alpha_only,alpha,n-acetyl-beta-neuraminic acid,n-acetyl-beta-neuraminic acid
MDP,N-carboxyl-N-methyl-beta-muramic acid,N-CARBOXY-N-METHYL-MURAMIC ACID,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MDP,MDP,FALSE,,MDP,,MDP,TRUE,beta_only,beta,n-carboxyl-n-methyl-beta-muramic acid,n-carboxyl-n-methyl-beta-muramic acid
NGC,N-glycolyl-alpha-neuraminic acid,"N-glycolylneuraminic acid; sialic acid; 3,5-dideoxy-5-[(hydroxyacetyl)amino]-D-glycero-alpha-D-galacto-non-2-ulopyranosonic acid",,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NGC,NGC,FALSE,,NGC,,NGC,TRUE,beta_only,beta,n-glycolyl-alpha-neuraminic acid,n-glycolyl-alpha-neuraminic acid
NGE,N-glycolyl-beta-neuraminic acid,N-glycolylneuraminic acid; sialic acid,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NGE,NGE,FALSE,NGE,,,NGE,TRUE,alpha_only,alpha,n-glycolyl-beta-neuraminic acid,n-glycolyl-beta-neuraminic acid
OSU,N-OCTANOYLSUCROSE,N-OCTANOYL-B-D-FRUCTOFURANOSYL-A-D-GLUCOPYRANOSIDE; SUCROSE MONOCAPROYLATE,n octanoylsucrose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,OSU,OSU,FALSE,OSU,,,OSU,TRUE,alpha_only,alpha,octanoylsucrose,n-octanoylsucrose
ERI,3-C-methyl-4-O-acetyl-alpha-L-Olivopyranose,"4-O-ACETYL-2,6-DIDEOXY-3-C-METHYL-BETA-L-ARABINO-HEXOPYRANOSE; 3-C-methyl-4-O-acetyl-alpha-L-Olivose; 3-C-methyl-4-O-acetyl-L-Olivose; 3-C-methyl-4-O-acetyl-Olivose",,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ERI,ERI,FALSE,,ERI,,ERI,TRUE,beta_only,beta,olivopyranose,3-c-methyl-4-o-acetyl-alpha-l-olivopyranose
DDA,beta-D-Olivopyranose,"beta-D-Olivose; 2,6-dideoxy-beta-D-arabino-hexopyranose; 2,6-dideoxy-beta-D-glucopyranose; 2,6-dideoxy-beta-D-mannopyranose; 2-deoxy-beta-D-quinovopyranose; 2-deoxy-beta-D-rhamnoopyranose; D-Olivose; Olivose; 2,6-DIDEOXY-BETA-D-GLUCOSE; 2,6-DIDEOXY-BETA-D-MANNOSE",glucose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DDA,DDA,FALSE,,DDA,,DDA,TRUE,beta_only,beta,olivopyranose,olivopyranose
RAE,alpha-L-Olivopyranose,"alpha-L-Olivose; 2,6-dideoxy-alpha-L-arabino-hexopyranose; 2,6-dideoxy-alpha-L-glucopyranose; 2,6-dideoxy-alpha-L-mannopyranose; 2-deoxy-alpha-L-quinovopyranose; 2-deoxy-alpha-L-rhamnoopyranose; L-Olivose; Olivose; 2-DEOXY-ALPHA-RHAMNOSE",glucose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,RAE,RAE,FALSE,RAE,Z5J,anomer_group_37,"RAE, Z5J",FALSE,both,alpha,olivopyranose,olivopyranose
Z5J,beta-L-Olivopyranose,"beta-L-Olivose; 2,6-dideoxy-beta-L-arabino-hexopyranose; 2,6-dideoxy-beta-L-glucopyranose; 2,6-dideoxy-beta-L-mannopyranose; 2-deoxy-beta-L-quinovopyranose; 2-deoxy-beta-L-rhamnoopyranose; L-Olivose; Olivose",glucose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z5J,Z5J,FALSE,RAE,Z5J,anomer_group_37,"RAE, Z5J",FALSE,both,beta,olivopyranose,olivopyranose
PZU,alpha-D-Paratopyranose,"alpha-D-Paratose; 3,6-dideoxy-alpha-D-ribo-hexopyranose; 3,6-dideoxy-alpha-D-glucopyranose; 3,6-dideoxy-alpha-D-allopyranose; 3-deoxy-alpha-D-quinovopyranose; D-Paratose; Paratose",glucose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PZU,PZU,FALSE,PZU,,,PZU,TRUE,alpha_only,alpha,paratopyranose,paratopyranose
D5E,paromamine,,paromamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,D5E,D5E,FALSE,D5E,,,D5E,TRUE,alpha_only,alpha,paromamine,paromamine
2DR,2-deoxy-beta-D-erythro-pentofuranose,2-deoxy-beta-D-ribofuranose; 2-deoxy-beta-D-erythro-pentose; 2-deoxy-D-erythro-pentose; 2-deoxy-erythro-pentose,ribose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,2DR,2DR,FALSE,,2DR,,2DR,TRUE,beta_only,beta,pentofuranose,2-deoxy-beta-d-erythro-pentofuranose
MAT,"2,4-dideoxy-3-O-methyl-4-(propan-2-ylamino)-alpha-L-threo-pentopyranose","2,4-DIDEOXY-4-[2-(PROPYL)AMINO]-3-O-METHYL ALPHA-L-THREO-PENTOPYRANOSIDE; 2,4-dideoxy-3-O-methyl-4-(propan-2-ylamino)-alpha-L-threo-pentose; 2,4-dideoxy-3-O-methyl-4-(propan-2-ylamino)-L-threo-pentose; 2,4-dideoxy-3-O-methyl-4-(propan-2-ylamino)-threo-pentose",,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MAT,MAT,FALSE,MAT,,,MAT,TRUE,alpha_only,alpha,pentopyranose,"2,4-dideoxy-3-o-methyl-4-(propan-2-ylamino)-alpha-l-threo-pentopyranose"
EMP,"2,4-dideoxy-4-(ethylamino)-3-O-methyl-alpha-L-threo-pentopyranose","2,4-DIDEOXY-4-(ETHYLAMINO)-3-O-METHYL ALPHA-L-THREO-PENTOPYRANOSIDE; 2,4-dideoxy-4-(ethylamino)-3-O-methyl-alpha-L-threo-pentose; 2,4-dideoxy-4-(ethylamino)-3-O-methyl-L-threo-pentose; 2,4-dideoxy-4-(ethylamino)-3-O-methyl-threo-pentose",,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,EMP,EMP,FALSE,,EMP,,EMP,TRUE,beta_only,beta,pentopyranose,"2,4-dideoxy-4-(ethylamino)-3-o-methyl-alpha-l-threo-pentopyranose"
3R3,"[[[(2R,3R,4S,5R)-3,4-bis(oxidanyl)-5-(phosphonooxymethyl)oxolan-2-yl]oxy-oxidanyl-phosphoryl]amino]phosphonic acid",,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,3R3,3R3,FALSE,,3R3,,3R3,TRUE,beta_only,beta,phosphonic acid,"[[[(2r,3r,4s,5r)-3,4-bis(oxidanyl)-5-(phosphonooxymethyl)oxolan-2-yl]oxy-oxidanyl-phosphoryl]amino]phosphonic acid"
9KJ,"{[(2R,3R,4R,5R)-3-(alpha-D-glucopyranosyloxy)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-1-yl]methyl}phosphonic acid","{[(2R,3R,4R,5R)-3-(alpha-D-glucosyloxy)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-1-yl]methyl}phosphonic acid; {[(2R,3R,4R,5R)-3-(D-glucosyloxy)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-1-yl]methyl}phosphonic acid; {[(2R,3R,4R,5R)-3-(glucosyloxy)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-1-yl]methyl}phosphonic acid",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,9KJ,9KJ,FALSE,9KJ,,,9KJ,TRUE,alpha_only,alpha,phosphonic acid,"{[(2r,3r,4r,5r)-3-(alpha-d-glucopyranosyloxy)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-1-yl]methyl}phosphonic acid"
PUF,6-deoxy-alpha-L-psicofuranose,6-deoxy-alpha-L-psicose; 6-deoxy-L-psicose; 6-deoxy-psicose,psicose; psicose; psicose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PUF,PUF,FALSE,PUF,,,PUF,TRUE,alpha_only,alpha,psicofuranose,6-deoxy-alpha-l-psicofuranose
SF9,beta-L-psicofuranose,beta-L-psicose; L-psicose; psicose,psicose; psicose; psicose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SF9,SF9,FALSE,SF9,,,SF9,TRUE,alpha_only,alpha,psicofuranose,psicofuranose
